cafe_id, business_name,cafe_name,cafe_rating,visitor_reviews,blog_reviews,address,business_hours,cafe_phone_no,cafe_info,keyword,latitude,longitude
2928,삼덕동 투썸플레이스 대구누네안과병원점,투썸플레이스 대구누네안과병원점,4.56,192,1,대구 중구 달구벌대로 2179 1층,07:30 - 18:30,053-252-1104,NO INFO,"{'커피가 맛있어요': '39', '친절해요': '34', '디저트가 맛있어요': '18', '음료가 맛있어요': '15', '매장이 청결해요': '13', '특별한 메뉴가 있어요': '5', '대화하기 좋아요': '4', '좌석이 편해요': '2', '가성비가 좋아요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}",35.86365370000001,128.6017519
2929,대봉1동 팔공티 경대병원역점,팔공티 경대병원역점,0.0,116,7,대구 중구 달구벌대로 2188 1층,,0507-1350-8880,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.","{'음료가 맛있어요': '56', '친절해요': '47', '가성비가 좋아요': '47', '차가 맛있어요': '23', '매장이 청결해요': '18', '디저트가 맛있어요': '10', '특별한 메뉴가 있어요': '9', '대화하기 좋아요': '3', '화장실이 깨끗해요': '3', '인테리어가 멋져요': '2', '주차하기 편해요': '2', '좌석이 편해요': '1', '음식이 빨리 나와요': '1'}",35.8628533,128.6024347
2930,대봉1동 라이브온 라이브카페,라이브온 라이브카페,4.36,24,0,대구 중구 달구벌대로 2232-11,,010-8383-9666,"일반음식점이아닌 완전식품,배달음식,가정용주류를 주문해서 라이브와 함께 드실수있는 소매점입니다.",{},35.8616157,128.607102
2931,대봉1동 리틀빅커피,리틀빅 커피,0.0,251,122,대구 중구 달구벌대로 2232-28 리틀빅커피,,0507-1440-1985,"안녕하세요~! 대봉동에 위치한 비스트로 카페 리 틀빅커피 입니다. - BISTRO CAFE - 단순 커피, 디저트,베이커리에서 벗어난 새로운 카페 ...","{'커피가 맛있어요': '135', '친절해요': '124', '인테리어가 멋져요': '112', '디저트가 맛있어요': '98', '음료가 맛있어요': '81', '특별한 메뉴가 있어요': '78', '사진이 잘 나와요': '75', '매장이 청결해요': '65', '대화하기 좋아요': '44', '뷰가 좋아요': '25', '좌석이 편해요': '19', '가성비가 좋아요': '17', '화장실이 깨끗해요': '13', '집중하기 좋아요': '5', '야외 공간이 멋져요': '1', '주차하기 편해요': '1'}",35.8609534,128.6067042
2932,삼덕동 명인,명인,4.54,97,191,대구 중구 달구벌대로 2237-1 지하1층,13:00 - 23:00,0507-1327-0572,"지하1층에 위치하고 있는 커피바입니다. 커피, 칵테일, 위스키를 제공하고 있습니다. 6인 이상 단체 손님은 2층 예약도 가능하십니다.","{'커피가 맛있어요': '42', '음료가 맛있어요': '33', '인테리어가 멋져요': '27', '친절해요': '23', '대화하기 좋아요': '22', '특별한 메뉴가 있어요': '20', '디저트가 맛있어요': '13', '매장이 청결해요': '8', '사진이 잘 나와요': '7', '좌석이 편해요': '6', '주차하기 편해요': '3', '화장실이 깨끗해요': '3', '가성비가 좋아요': '2', '집중하기 좋아요': '2', '차분한 분위기에요': '1'}",35.8623972,128.6080486
2933,비산4동 발사랑,발사랑,0.0,2,15,대구 중구 달구벌대로393길 52 2층,,0507-1405-9255,NO INFO,{},35.8661785,128.5781155
2934,대신동 커피셀러,커피셀러,4.3,165,0,대구 중구 달구벌대로393길 68,,053-422-9700,NO INFO,"{'커피가 맛있어요': '30', '친절해요': '11', '매장이 청결해요': '10', '대화하기 좋아요': '10', '디저트가 맛있어요': '8', '음료가 맛있어요': '8', '가성비가 좋아요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '화장실이 깨끗해요': '4', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}",35.8667363,128.5775581
2935,대신동 굿데이마마,굿데이마마,4.63,342,349,대구 중구 달구벌대로401길 1 굿데이마마,,0507-1320-3708,상업목적의 촬영 및 영상촬영 금지. NO KIDS ZO NE (13세 미만의 어린이는 입장이 제한됩니다.) 다른손님들께 불쾌감을 주는 과도한 촬영...,"{'디저트가 맛있어요': '127', '커피가 맛있어요': '78', '인테리어가 멋져요': '76', '친절해요': '65', '음료가 맛있어요': '54', '특별한 메뉴가 있어요': '47', '사진이 잘 나와요': '35', '매장이 청결해요': '33', '대화하기 좋아요': '33', '화장실이 깨끗해요': '9', '뷰가 좋아요': '7', '가성비가 좋아요': '5', '집중하기 좋아요': '5', '좌석이 편해요': '3', '아늑해요': '1', '주차하기 편해요': '1'}",35.865548,128.5834167
2936,남산3동 롤러커피,롤러커피,4.51,871,1247,대구 중구 달구벌대로414길 36,08:00 - 20:00,053-253-7584,"Coffee & Fun!

즐겁게 롤다가세요!

Establish.2017","{'커피가 맛있어요': '432', '친절해요': '199', '음료가 맛있어요': '81', '가성비가 좋아요': '71', '인테리어가 멋져요': '57', '특별한 메뉴가 있어요': '48', '사진이 잘 나와요': '41', '매장이 청결해요': '35', '대화하기 좋아요': '30', '디저트가 맛있어요': '14', '뷰가 좋아요': '10', '화장실이 깨끗해요': '7', '좌석이 편해요': '6', '집중하기 좋아요': '4', '주차하기 편해요': '2', '음악이 좋아요': '1'}",35.8644764,128.5893396
2937,성내2동 카페카리부,카리부카페,0.0,190,98,대구 중구 달구벌대로415길 37 2층,11:00 - 22:00,0507-1431-3790,안녕하세요. 카리부 입니다 :) 오시는 고객님들 전부 머무시는 동안 편안하고 즐거운 시간 보내 시길 바라는 마음으로 운영하고 있습니다....,"{'친절해요': '108', '커피가 맛있어요': '88', '디저트가 맛있어요': '74', '음료가 맛있어요': '64', '인테리어가 멋져요': '47', '매장이 청결해요': '45', '대화하기 좋아요': '35', '좌석이 편해요': '31', '사진이 잘 나와요': '23', '가성비가 좋아요': '17', '화장실이 깨끗해요': '17', '특별한 메뉴가 있어요': '9', '집중하기 좋아요': '9', '뷰가 좋아요': '7', '아늑해요': '3', '야외 공간이 멋져요': '1', '주차하기 편해요': '1'}",35.8679641,128.5901565
2938,남산2동 청담커피 계산점,청담커피 계산점,0.0,135,10,대구 중구 달구벌대로415길 5 1층 (계산동2가),08:30 - 21:00,070-4070-7667,High Quality & Low Price 최고급 스페셜티 커피와 음료를 합리적인 가격으로 즐길 수 있는 Black & White 의 모던한 청담커피입니다.,"{'커피가 맛있어요': '99', '친절해요': '85', '음료가 맛있어요': '80', '가성비가 좋아요': '62', '매장이 청결해요': '55', '인테리어가 멋져요': '18', '디저트가 맛있어요': '17', '특별한 메뉴가 있어요': '15', '좌석이 편해요': '7', '대화하기 좋아요': '7', '사진이 잘 나와요': '3', '뷰가 좋아요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2'}",35.8665872,128.5897827
2939,남산2동 두남,카페두남,4.86,175,0,대구 중구 달구벌대로418길 13 까페두남,08:00 - 20:00,0507-1315-7906,NO INFO,"{'커피가 맛있어요': '88', '친절해요': '63', '음료가 맛있어요': '58', '가성비가 좋아요': '49', '매장이 청결해요': '37', '인테리어가 멋져요': '22', '대화하기 좋아요': '21', '디저트가 맛있어요': '12', '특별한 메뉴가 있어요': '11', '사진이 잘 나와요': '8', '집중하기 좋아요': '8', '화장실이 깨끗해요': '8', '뷰가 좋아요': '4', '좌석이 편해요': '2', '주차하기 편해요': '2'}",35.864845,128.5923015
2940,남산2동 한나커피,한나커피,4.8,151,0,대구 중구 달구벌대로418길 26,10:00 - 20:00,010-8680-3595,한나는 수제청을 전문으로하는 카페 입니다.직접 담근 수제청으로 따뜻한 차와 시원한 에이드로 맛 보실수 있으십니다.,"{'커피가 맛있어요': '67', '친절해요': '51', '음료가 맛있어요': '40', '가성비가 좋아요': '31', '디저트가 맛있어요': '9', '대화하기 좋아요': '8', '인테리어가 멋져요': '4', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '3', '매장이 청결해요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}",35.8643802,128.5920923
2941,대봉1동 멜로우즈,멜로우즈,4.91,125,138,대구 중구 달구벌대로440길 19 1층,,010-6838-9032,"최고급재료로 만든 정성스러운 수제쿠키를 판매하고있습니다!

수많은 시행착오를 거쳐서 누구에게도 안 질 정말 맛있는 쿠키에요 :)

박스부터 리본, 안내카드까지 다 고안하고 제작한 예쁜 쿠키박스에 담아서 선물하시면 주시는 분 , 받는 분 두 분 다 정말 만족하실거에요 !","{'디저트가 맛있어요': '73', '친절해요': '51', '특별한 메뉴가 있어요': '34', '사진이 잘 나와요': '24', '매장이 청결해요': '17', '커피가 맛있어요': '13', '가성비가 좋아요': '13', '음료가 맛있어요': '11', '인테리어가 멋져요': '8', '대화하기 좋아요': '4', '주차하기 편해요': '2', '빵이 맛있어요': '1', '좌석이 편해요': '1', '선물하기 좋아요': '1', '메뉴 구성이 알차요': '1', '집중하기 좋아요': '1'}",35.8619987,128.6041691
2942,대봉2동 스토크,스토크커피앤파티세리,4.56,501,304,대구 중구 달구벌대로440길 7 1층 스토크,"09:00 - 21:00
20:30 라스트오더",053-252-8528,직접 로스팅한 커피와 매일 아침 구워내는 유기농 빵이 맛있는 카페,"{'디저트가 맛있어요': '178', '커피가 맛있어요': '155', '친절해요': '108', '특별한 메뉴가 있어요': '63', '음료가 맛있어요': '61', '대화하기 좋아요': '50', '매장이 청결해요': '48', '가성비가 좋아요': '31', '인테리어가 멋져요': '28', '좌석이 편해요': '27', '집중하기 좋아요': '14', '사진이 잘 나와요': '9', '화장실이 깨끗해요': '6', '뷰가 좋아요': '5', '빵이 맛있어요': '3', '음식이 맛있어요': '1', '주차하기 편해요': '1'}",35.8625029,128.6038796
2943,삼덕동 살구,살구,0.0,213,229,대구 중구 달구벌대로443길 15-28 102호,"11:00 - 19:00
18:30 라스트오더",0507-1336-4459,"여러가지 디저트와 와인,grocery,그리고 커피를 드실 수 있는 삼덕동의 조그마한 카페입니다.","{'디저트가 맛있어요': '170', '친절해요': '142', '인테리어가 멋져요': '111', '커피가 맛있어요': '88', '특별한 메뉴가 있어요': '82', '사진이 잘 나와요': '75', '음료가 맛있어요': '72', '매장이 청결해요': '57', '대화하기 좋아요': '36', '화장실이 깨끗해요': '19', '좌석이 편해요': '15', '뷰가 좋아요': '6', '주차하기 편해요': '5', '가성비가 좋아요': '5', '집중하기 좋아요': '4', '차분한 분위기에요': '1', '아늑해요': '1', '선물하기 좋아요': '1'}",35.8640351,128.6037885
2944,삼덕동 벵봉,벵봉,0.0,332,369,대구 중구 달구벌대로443길 16 1층 벵봉,"12:00 - 21:00
20:30 라스트오더",0507-1367-1465,에스프레소와 에그타르트를 팝니다.,"{'디저트가 맛있어요': '251', '커피가 맛있어요': '190', '특별한 메뉴가 있어요': '126', '친절해요': '118', '음료가 맛있어요': '108', '인테리어가 멋져요': '89', '매장이 청결해요': '78', '사진이 잘 나와요': '55', '대화하기 좋아요': '29', '가성비가 좋아요': '16', '집중하기 좋아요': '11', '좌석이 편해요': '6', '뷰가 좋아요': '3', '화장실이 깨끗해요': '2', '아늑해요': '1', '음식이 맛있어요': '1', '선물하기 좋아요': '1', '주차하기 편해요': '1'}",35.8635734,128.6053282
2945,삼덕동 헤이넛,헤이넛,0.0,216,198,대구 중구 달구벌대로443길 16-5 1층,,0507-1362-4155,디저트가 맛있는 삼덕동 카페,"{'디저트가 맛있어요': '128', '인테리어가 멋져요': '95', '커피가 맛있어요': '88', '친절해요': '87', '매장이 청결해요': '84', '음료가 맛있어요': '75', '사진이 잘 나와요': '56', '대화하기 좋아요': '49', '특별한 메뉴가 있어요': '41', '좌석이 편해요': '33', '화장실이 깨끗해요': '20', '가성비가 좋아요': '11', '뷰가 좋아요': '11', '집중하기 좋아요': '6'}",35.8636956,128.6055014
2946,삼덕동 우리의낮과밤,우리의 낮과밤,0.0,90,138,대구 중구 달구벌대로443길 16-8 1층,,0507-1359-7574,"당신의 겨울을 더욱 로맨틱하게... Be my Valentine!!
포근한 공간 달콤한 디저트 그리고 사랑스러운 냥이가 있는 cafe 우리의 낮과밤 입니다.
시즌 별로 매장 무드와 디저트가 체인지 됩니다.
[실내는 No키즈 / No펫]","{'디저트가 맛있어요': '54', '커피가 맛있어요': '49', '음료가 맛있어요': '49', '친절해요': '47', '인테리어가 멋져요': '46', '아늑해요': '31', '특별한 메뉴가 있어요': '29', '사진이 잘 나와요': '26', '좌석이 편해요': '23', '가성비가 좋아요': '17', '오래 머무르기 좋아요': '16', '대화하기 좋아요': '14', '매장이 청결해요': '12', '집중하기 좋아요': '7'}",35.8634673,128.6056233
2947,삼덕동 모캄보 대구삼덕점,모캄보 대구 삼덕점,4.43,159,55,대구 중구 달구벌대로443길 18,11:00 - 23:00,053-217-0121,NO INFO,"{'대화하기 좋아요': '17', '커피가 맛있어요': '15', '좌석이 편해요': '8', '디저트가 맛있어요': '8', '친절해요': '8', '음료가 맛있어요': '6', '가성비가 좋아요': '6', '집중하기 좋아요': '6', '매장이 청결해요': '3', '화장실이 깨끗해요': '3', '특별한 메뉴가 있어요': '2', '읽을만한 책이 많아요': '1', '컨셉이 독특해요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '오래 머무르기 좋아요': '1', '뷰가 좋아요': '1'}",35.863725,128.6053622
2948,삼덕동 더벤티 경대병원점,더벤티 경대병원점,4.31,280,0,대구 중구 달구벌대로443길 25-34 더벤티 경대병원점,,053-424-5588,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,"{'가성비가 좋아요': '63', '커피가 맛있어요': '59', '음료가 맛있어요': '42', '친절해요': '27', '매장이 청결해요': '17', '디저트가 맛있어요': '11', '대화하기 좋아요': '8', '집중하기 좋아요': '3', '특별한 메뉴가 있어요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '화장실이 깨끗해요': '1'}",35.864441,128.6037456
2949,삼덕동 카페큐알,카페큐알,0.0,151,65,"대구 중구 달구벌대로443길 25-4 1층,2층 카페큐알",,0507-1362-7032,"다양한 음료, 우유빙수, 아이스크림과 간단한 브 런치(파스타,샌드위치,크로플,조각케이크)를 즐 길 수 있는 2층으로 된 카페큐알입니다 브...","{'커피가 맛있어요': '68', '인테리어가 멋져요': '43', '친절해요': '38', '매장이 청결해요': '38', '음료가 맛있어요': '36', '디저트가 맛있어요': '35', '대화하기 좋아요': '30', '사진이 잘 나와요': '17', '화장실이 깨끗해요': '17', '특별한 메뉴가 있어요': '16', '집중하기 좋아요': '12', '좌석이 편해요': '11', '가성비가 좋아요': '10', '뷰가 좋아요': '6', '아늑해요': '1', '주차하기 편해요': '1'}",35.8641162,128.6052501
2950,삼덕동 컬렉팅더모먼츠,컬렉팅더모먼츠,4.58,344,485,대구 중구 달구벌대로443길 40,08:00 - 21:00,010-5604-5482,저희 컬더모는 좋은 재료와 친절함으로 항상 고객 여러분께 행복한 추억을 드리도록 노력하겠습니다.,"{'디저트가 맛있어요': '141', '커피가 맛있어요': '140', '친절해요': '91', '음료가 맛있어요': '71', '인테리어가 멋져요': '71', '매장이 청결해요': '69', '대화하기 좋아요': '47', '특별한 메뉴가 있어요': '41', '사진이 잘 나와요': '28', '가성비가 좋아요': '23', '집중하기 좋아요': '21', '화장실이 깨끗해요': '21', '좌석이 편해요': '20', '뷰가 좋아요': '12', '차분한 분위기에요': '1'}",35.8646558,128.6056449
2951,삼덕동 삼더크,삼더크,4.73,169,237,대구 중구 달구벌대로443길 44-3,,0507-1376-1010,NO INFO,"{'디저트가 맛있어요': '60', '친절해요': '25', '특별한 메뉴가 있어요': '15', '매장이 청결해요': '12', '가성비가 좋아요': '6', '커피가 맛있어요': '4', '음료가 맛있어요': '4', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '좌석이 편해요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}",35.8649021,128.6058977
2952,삼덕동 투썸플레이스 대구삼덕점,투썸플레이스 대구삼덕점,4.41,524,21,대구 중구 달구벌대로443길 50,09:00 - 23:00,053-256-5995,디저트카페,"{'커피가 맛있어요': '82', '친절해요': '78', '디저트가 맛있어요': '72', '매장이 청결해요': '54', '음료가 맛있어요': '53', '집중하기 좋아요': '39', '좌석이 편해요': '31', '대화하기 좋아요': '30', '화장실이 깨끗해요': '24', '인테리어가 멋져요': '15', '특별한 메뉴가 있어요': '11', '가성비가 좋아요': '9', '뷰가 좋아요': '8', '주차하기 편해요': '6', '사진이 잘 나와요': '4'}",35.8651276,128.6057889
2953,삼덕동 오이,오이,0.0,187,214,대구 중구 달구벌대로445길 26-18,,,NO INFO,{},35.86350280000001,128.6074352
2954,삼덕동 카페헤이하이,헤이하이,4.56,312,360,대구 중구 달구벌대로445길 34-21,11:00 - 22:00,053-255-2693,"hey,hi 상표등록 완료
영업시간 11h - 22h
No KIDS ZoNE
대관 문의는 가능","{'디저트가 맛있어요': '90', '커피가 맛있어요': '69', '인테리어가 멋져요': '52', '음료가 맛있어요': '44', '친절해요': '44', '매장이 청결해요': '43', '사진이 잘 나와요': '26', '특별한 메뉴가 있어요': '22', '좌석이 편해요': '20', '대화하기 좋아요': '18', '가성비가 좋아요': '12', '화장실이 깨끗해요': '11', '뷰가 좋아요': '5', '집중하기 좋아요': '4', '주차하기 편해요': '1'}",35.8640835,128.6074258
2955,삼덕동 티라레미수 대구삼덕점,티라레미수,4.39,134,102,대구 중구 달구벌대로445길 34-27,11:00 - 22:00,053-215-9887,"티라레미수는'티라미수'의 정식어원입니다.
Tirare(끌어올리다) + mi (나를) + su(위로) 달콤한 디저트를 통해 나의 기분을 위로 끌어올린다는 뜻입니다.

테라스와 루프탑, 실내 공간이 같이 있는 유럽형 오픈형 카페입니다.

티라레미라떼와 생강라떼가 시그니처이며
마스카포네 고급진 아이스크림이 대중의 핫메뉴입니다.","{'커피가 맛있어요': '20', '친절해요': '19', '음료가 맛있어요': '16', '대화하기 좋아요': '14', '인테리어가 멋져요': '13', '매장이 청결해요': '9', '빵이 맛있어요': '8', '뷰가 좋아요': '7', '가성비가 좋아요': '6', '특별한 메뉴가 있어요': '6', '좌석이 편해요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '화장실이 깨끗해요': '2', '주차하기 편해요': '1'}",35.8640431,128.6076402
2956,삼덕동 p.34,p.34,4.5,377,384,대구 중구 달구벌대로445길 34-9,"12:00 - 22:00
21:30 라스트오더",0507-1345-5436,NO INFO,"{'인테리어가 멋져요': '166', '커피가 맛있어요': '159', '디저트가 맛있어요': '131', '음료가 맛있어요': '123', '사진이 잘 나와요': '112', '친절해요': '74', '매장이 청결해요': '67', '대화하기 좋아요': '67', '특별한 메뉴가 있어요': '48', '뷰가 좋아요': '42', '좌석이 편해요': '26', '화장실이 깨끗해요': '19', '가성비가 좋아요': '12', '집중하기 좋아요': '9', '주차하기 편해요': '2', '컨셉이 독특해요': '1', '음식이 맛있어요': '1'}",35.8642569,128.6070622
2957,대봉1동 카페문101,cafe Moon101,4.81,21,0,대구 중구 달구벌대로446길 15,10:30 - 24:00,053-253-7101,NO INFO,"{'음료가 맛있어요': '4', '친절해요': '4', '커피가 맛있어요': '3', '디저트가 맛있어요': '3', '매장이 청결해요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '가성비가 좋아요': '1', '화장실이 깨끗해요': '1'}",35.8616559,128.6059318
2958,대봉1동 언밸런스,언밸런스,0.0,91,88,대구 중구 달구벌대로446길 18-10,"11:00 - 20:30
20:00 라스트오더",0507-1424-1109,"보수적인 까눌레의 고정관념에서 벗어나 새로운 형태, 또 다른 방식의 크림 까눌레를 경험해보세요.","{'커피가 맛있어요': '56', '디저트가 맛있어요': '50', '친절해요': '47', '인테리어가 멋져요': '34', '특별한 메뉴가 있어요': '32', '음료가 맛있어요': '29', '사진이 잘 나와요': '23', '매장이 청결해요': '17', '대화하기 좋아요': '8', '가성비가 좋아요': '6', '뷰가 좋아요': '5', '좌석이 편해요': '4', '집중하기 좋아요': '3'}",35.8616865,128.6053284
2959,대봉1동 고이그,고이그,4.91,107,93,대구 중구 달구벌대로446길 23-13 1층,"12:00 - 22:00
21:30 라스트오더",0507-1323-4026,"대구 커피 맛집 , 잠봉뵈르 맛집","{'커피가 맛있어요': '66', '인테리어가 멋져요': '53', '친절해요': '51', '디저트가 맛있어요': '50', '매장이 청결해요': '46', '사진이 잘 나와요': '41', '음료가 맛있어요': '34', '가성비가 좋아요': '20', '특별한 메뉴가 있어요': '18', '화장실이 깨끗해요': '16', '좌석이 편해요': '11', '대화하기 좋아요': '10', '뷰가 좋아요': '10', '집중하기 좋아요': '8', '주차하기 편해요': '5'}",35.861298,128.6063958
2960,대봉1동 나발,나발,0.0,6,8,대구 중구 달구벌대로446길 23-7,17:30 - 01:00,010-2887-1766,재즈 스페이스 나발에서 재즈를 즐겨보세요 ~^^,{},35.8613024,128.6061416
2961,대봉1동 캣냅,캣냅,0.0,52,25,대구 중구 달구벌대로446길 24-14 캣냅(Catnap),12:00 - 22:00,0507-1354-0465,"Catnap : 토막잠, 선잠

바쁜 일상생활 속 잠깐이나마 편히 쉬었다 갈 수 있는 공간을 만들고 싶습니다.","{'친절해요': '37', '커피가 맛있어요': '33', '디저트가 맛있어요': '33', '매장이 청결해요': '24', '특별한 메뉴가 있어요': '21', '인테리어가 멋져요': '20', '대화하기 좋아요': '12', '음료가 맛있어요': '11', '집중하기 좋아요': '8', '사진이 잘 나와요': '7', '화장실이 깨끗해요': '6', '차분한 분위기에요': '3', '뷰가 좋아요': '3', '좌석이 편해요': '2', '아늑해요': '2', '가성비가 좋아요': '2'}",35.8615081,128.6049998
2962,대봉1동 헤이븐스 미쉘,헤이븐스미쉘,0.0,202,247,대구 중구 달구벌대로446길 27-3,12:00 - 22:00,0507-1403-3622,한옥을 가득 채운 프랑스 가정집의 향기. 취향 가득한 저희 집에서 여러분을 기다리겠습니다.,"{'디저트가 맛있어요': '111', '인테리어가 멋져요': '105', '친절해요': '95', '커피가 맛있어요': '86', '사진이 잘 나와요': '73', '특별한 메뉴가 있어요': '48', '음료가 맛있어요': '38', '매장이 청결해요': '35', '대화하기 좋아요': '29', '뷰가 좋아요': '18', '좌석이 편해요': '8', '가성비가 좋아요': '3', '집중하기 좋아요': '3', '음식이 맛있어요': '2', '주차하기 편해요': '2', '화장실이 깨끗해요': '2', '컨셉이 독특해요': '1', '아늑해요': '1', '선물하기 좋아요': '1', '음악이 좋아요': '1', '야외 공간이 멋져요': '1'}",35.8611448,128.6058215
2963,대봉1동 이에커피공간,이에커피,0.0,116,203,대구 중구 달구벌대로446길 31 1층 eecoffee,09:00 - 18:00,,NO INFO,"{'커피가 맛있어요': '62', '친절해요': '44', '매장이 청결해요': '17', '인테리어가 멋져요': '14', '사진이 잘 나와요': '14', '음료가 맛있어요': '12', '가성비가 좋아요': '10', '대화하기 좋아요': '10', '뷰가 좋아요': '6', '특별한 메뉴가 있어요': '4', '화장실이 깨끗해요': '3', '컨셉이 독특해요': '2', '디저트가 맛있어요': '2', '반려동물과 가기 좋아요': '2', '집중하기 좋아요': '2'}",35.8609316,128.6056398
2964,대봉1동 커피슈타인,커피슈타인,0.0,38,4,대구 중구 달구벌대로446길 6,11:00 - 24:00,,NO INFO,"{'가성비가 좋아요': '16', '친절해요': '14', '커피가 맛있어요': '13', '음료가 맛있어요': '12', '매장이 청결해요': '11', '대화하기 좋아요': '6', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2', '디저트가 맛있어요': '1'}",35.8620814,128.6057923
2965,삼덕동 커피맛을조금아는남자,커피맛을조금아는남자,4.77,27,28,대구 중구 달구벌대로447길 44-35 1층,"10:00 - 19:00
18:30 라스트오더",070-8774-4602,"안녕하십니까~ 커피맛을조금아는남자입니다. 저희 아는남자는 2006년 시작하여 사람의 정성이 담긴 손으로 한잔한잔 정성을 담에 내리는 커피를 만들어 왔습니다. 
각나라의 스페셜티 커피를 직화식과 반열풍식 로스터기를 사용하여 단순히 시장의 흐름을 따라가기보다는 아는남자 스타일로 재해석하여 재공하고 있습니다.
오랜 시간 커피 시장에서 사랑받아온 아는남자의 진정한 맛을 보여드리겠습니다.

Insta | taster.knowman","{'커피가 맛있어요': '9', '매장이 청결해요': '4', '좌석이 편해요': '3', '디저트가 맛있어요': '2', '음료가 맛있어요': '2', '친절해요': '2', '뷰가 좋아요': '2', '사진이 잘 나와요': '1', '대화하기 좋아요': '1'}",35.8641111,128.6096618
2966,삼덕동 샤밀,샤밀,4.73,376,333,대구 중구 달구벌대로447길 46,"11:00 - 23:00
22:30 라스트오더",0507-1337-4645,"샤밀은 중후하고 고혹적인 무게감 있는 컨셉의 에스프레소 전문 카페 입니다.
.
삼덕동 내에 잘 볼 수 없는 크기의 대형카페로써 커피 이상의 맛을 느낄 수 있습니다.

또한 야외 테라스에서는 애견 동반이 가능합니다.","{'커피가 맛있어요': '131', '인테리어가 멋져요': '130', '디저트가 맛있어요': '128', '음료가 맛있어요': '92', '친절해요': '87', '사진이 잘 나와요': '63', '대화하기 좋아요': '55', '매장이 청결해요': '50', '특별한 메뉴가 있어요': '47', '좌석이 편해요': '36', '화장실이 깨끗해요': '17', '가성비가 좋아요': '10', '뷰가 좋아요': '9', '주차하기 편해요': '4', '음악이 좋아요': '3', '매장이 넓어요': '3', '집중하기 좋아요': '3', '빵이 맛있어요': '2', '특별한 날 가기 좋아요': '1'}",35.864429,128.608106
2967,대봉1동 카페봄봄 김광석골목점,카페봄봄 김광석골목점,4.3,592,21,대구 중구 달구벌대로450길 12,10:00 - 22:00,053-423-1040,NO INFO,"{'가성비가 좋아요': '155', '커피가 맛있어요': '138', '음료가 맛있어요': '106', '친절해요': '75', '디저트가 맛있어요': '22', '특별한 메뉴가 있어요': '14', '뷰가 좋아요': '12', '사진이 잘 나와요': '10', '인테리어가 멋져요': '9', '매장이 청결해요': '9', '주차하기 편해요': '3', '대화하기 좋아요': '3', '화장실이 깨끗해요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2'}",35.86135730000001,128.6074303
2968,성내2동 커피팀버 서문점,커피팀버 서문점,4.45,310,101,대구 중구 달성로 16,09:00 - 19:00,0507-1433-2528,NO INFO,"{'커피가 맛있어요': '72', '대화하기 좋아요': '40', '음료가 맛있어요': '37', '친절해요': '36', '인테리어가 멋져요': '25', '매장이 청결해요': '25', '좌석이 편해요': '24', '디저트가 맛있어요': '16', '집중하기 좋아요': '16', '뷰가 좋아요': '14', '가성비가 좋아요': '8', '화장실이 깨끗해요': '7', '사진이 잘 나와요': '6', '특별한 메뉴가 있어요': '4', '주차하기 편해요': '2'}",35.8663113,128.5825283
2969,내당3동 핸즈커피 서문시장점,핸즈커피 서문시장점,4.3,595,0,대구 중구 달성로 45-12 1층,09:00 - 18:30,053-253-1888,NO INFO,"{'커피가 맛있어요': '148', '음료가 맛있어요': '80', '친절해요': '77', '매장이 청결해요': '24', '디저트가 맛있어요': '18', '가성비가 좋아요': '16', '특별한 메뉴가 있어요': '15', '대화하기 좋아요': '15', '좌석이 편해요': '7', '인테리어가 멋져요': '6', '집중하기 좋아요': '6', '사진이 잘 나와요': '3', '주차하기 편해요': '2', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}",35.869196,128.5814159
